#1,A Higher Loyalty: Truth, Lies, and Leadership,#1James ComeyJames ComeyHardcoverHardcover,$17.99,,Release Date: April 17, 2018,Hardcover
#2,Fascism: A Warning,#2Madeleine AlbrightMadeleine Albright18HardcoverHardcover,$17.16,18,,Hardcover
#3,Last Week Tonight with John Oliver Presents a Day in the Life of Marlon Bundo,#3Jill TwissJill Twiss5,052HardcoverHardcover,$11.91,5,052,,Hardcover
#4,The Clean 20: 20 Foods, 20 Days, Total Transformation,#4Ian K. Smith M.D.Ian K. Smith M.D.24HardcoverHardcover,$15.59,24,,Hardcover
#5,Player's Handbook (Dungeons & Dragons),#5Wizards RPG TeamWizards RPG Team2,550HardcoverHardcover,$20.98,2,550,,Hardcover
#6,12 Rules for Life: An Antidote to Chaos,#6Jordan B. PetersonJordan B. Peterson1,960HardcoverHardcover,$15.57,1,960,,Hardcover
#7,Rescue and Jessica: A Life-Changing Friendship,#7Jessica KenskyJessica Kensky11HardcoverHardcover,$15.29,11,,Hardcover
#8,Ready Player One: A Novel,#8Ernest ClineErnest Cline16,893PaperbackPaperback,$8.79,16,893,,Paperback
#9,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,#9Amy RamosAmy Ramos728PaperbackPaperback,$6.95,728,,Paperback
#10,The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free,#10Dr. Steven R Gundry M.D.Dr. Steven R Gundry M.D.22HardcoverHardcover,$17.99,22,,Hardcover
#11,The Confidence Code for Girls: Taking Risks, Messing Up, and Becoming Your Amazingly Imperfect, Totally Powerful Self,#11Katty KayKatty Kay11HardcoverHardcover,$10.36,11,,Hardcover
#12,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,#12Mark MansonMark Manson3,379HardcoverHardcover,$14.99,3,379,,Hardcover
#13,Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be,#13Rachel HollisRachel Hollis1,241HardcoverHardcover,$13.79,1,241,,Hardcover
#14,True Roots: A Mindful Kitchen with More Than 100 Recipes Free of Gluten, Dairy, and Refined Sugar,#14Kristin CavallariKristin Cavallari66PaperbackPaperback,$15.59,66,,Paperback
#15,Everybody, Always: Becoming Love in a World Full of Setbacks and Difficult People,#15Bob GoffBob GoffPaperbackPaperback,$10.19,,Release Date: April 17, 2018,Paperback
#16,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,#16Michael IsikoffMichael Isikoff376HardcoverHardcover,$17.99,376,,Hardcover
#17,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,#17Jen SinceroJen Sincero3,425PaperbackPaperback,$9.60,3,425,,Paperback
#18,The 5 Love Languages: The Secret to Love that Lasts,#18Gary ChapmanGary Chapman12,704PaperbackPaperback,$9.59,12,704,,Paperback
#19,The Overstory: A Novel,#19Richard PowersRichard Powers8HardcoverHardcover,$16.77,8,,Hardcover
#20,The Fallen (Memory Man series),#20David BaldacciDavid BaldacciHardcoverHardcover,$18.87,,Release Date: April 17, 2018,Hardcover
#21,First 100 Words,#21Roger PriddyRoger Priddy7,842Board bookBoard book,$3.77,7,842,,Board book
#22,Magnolia Table: A Collection of Recipes for Gathering,#22Joanna GainesJoanna GainesHardcoverHardcover,$17.99,,Release Date: April 24, 2018,Hardcover
